page_id,route,page_title,surface_kind,roles,templates,source_contract_status,visual_review,keyboard_and_screen_reader,responsive_and_zoom,workflow_validation,reviewer,findings,signoff
UI-PAGE-30F6E29C6E,/analytics/publishing/,Publishing,page,ADMIN; CD; IA,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7A183876B6,/analytics/schedule-report,Analytics Schedule Report,drawer,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,partials/schools/toast_success.html; partials/analytics/schedule_report_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-32A0E647C0,/analytics/school-closures,School Closures,page,ADMIN; CD; RVP,pages/analytics/workspace.html; partials/analytics/closure_impact_workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AF1CF4FDC0,/analytics/verification-quality,Verification Quality,page,ADMIN; CD; IA,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-91505FDFED,/analytics/visit-effectiveness,Visit Effectiveness,page,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RVP,pages/analytics/workspace.html; partials/analytics/visit_effectiveness_workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BB675805DE,/api/analytics/combine-map-boundaries,Combine Map Boundaries,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-86E2200E55,/api/analytics/map-subcounties,Map Subcounty Metrics,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1BACC71B5F,/budget,Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RVP,pages/budgets/monthly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-04C3EE0B01,/budget/,Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RVP,pages/budgets/monthly.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6F5541CFE7,/budgets/monthly,Monthly Budget,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7ABC671B29,/budgets/overview,Budget Overview,page,ACCOUNTANT; ADMIN; CD; IA; RVP,pages/budget/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B1D64A4041,/business-transformation,Business Transformation,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PARTNER; PROJECT_COORDINATOR; RVP,pages/business_transformation/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-481A3D9334,/business-transformation/business-accounting-finance,Business Accounting & Finance,page,BUSINESS_TRANSFORMATION,pages/business_transformation/financial_health.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BE50691B49,/business-transformation/cases/<str:case_id>/triage,Business Transformation Triage,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PARTNER; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7F19CD639C,/business-transformation/government-requirements,Government Requirements,page,BUSINESS_TRANSFORMATION,pages/business_transformation/government_requirements.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DC6CE0C3E0,/business-transformation/impact-reports,Impact & Reports,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PARTNER; PROJECT_COORDINATOR; RPL; RVP,pages/business_transformation/impact_reports.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D8BE58FD57,/business-transformation/overview,Business Transformation,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PARTNER; PROJECT_COORDINATOR; RVP,pages/business_transformation/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-994C4ED166,/business-transformation/portfolio,Business Transformation Portfolio,partial,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PARTNER; PROJECT_COORDINATOR; RVP,partials/business_transformation/portfolio.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-81A987A3FC,/calendar,Calendar,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/calendar/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3E61528A88,/calendar/events,Calendar Event Create,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8C06725597,/candidate-pipeline,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-34FBF7294D,/candidate-pipeline/<str:application_id>,Application Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-478A959BAD,/candidate-pipeline/<str:application_id>/advance,Application Advance,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ADA2C3F609,/candidate-pipeline/<str:application_id>/hire,Application Hire,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-47512B11CB,/candidate-pipeline/new,Application Record Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-97B63C8157,/candidate-pipeline/record,Application Record,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-290301ACE8,/cce-leadership/coaching,· Edify,page,ADMIN; CD; PL; RPL,pages/cce_leadership/workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4977CFAD4E,/cce-leadership/coaching/<str:engagement_id>,Cce Regional Coaching Drawer,drawer,ADMIN; CD; PL; RPL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0AE25292A2,/cce-leadership/coaching/<str:engagement_id>/acknowledge,Cce Regional Coaching Acknowledge,action,ADMIN; CD; PL; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2E4680907A,/cce-leadership/engagements,· Edify,page,ADMIN; RPL,pages/cce_leadership/workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-25A966DD45,/cce-leadership/engagements/<str:engagement_id>,Cce Engagement Drawer,drawer,ADMIN; RPL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D2315BC423,/cce-leadership/engagements/<str:engagement_id>/share,Cce Engagement Share Drawer,drawer,ADMIN; RPL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8E15C5A6C1,/cce-leadership/engagements/<str:engagement_id>/share/save,Cce Engagement Share,action,ADMIN; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7F791A0768,/cce-leadership/engagements/<str:engagement_id>/update,Cce Engagement Update,action,ADMIN; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CA7A0F3D7E,/cce-leadership/engagements/new,Cce Engagement New Drawer,drawer,ADMIN; RPL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F2073D5760,/cce-leadership/engagements/record,Cce Engagement Record,action,ADMIN; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C06F37F541,/cce-leadership/feedback,· Edify,page,ADMIN; CD; PL; RPL,pages/cce_leadership/workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5E89771C22,/cce-leadership/feedback/<str:engagement_id>,Cce Feedback Drawer,drawer,ADMIN; CD; PL; RPL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CA794D4BE6,/cce-leadership/feedback/<str:engagement_id>/acknowledge,Cce Feedback Acknowledge,action,ADMIN; CD; PL; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1C27B68A55,/cce-leadership/feedback/<str:engagement_id>/pass,Cce Feedback Pass,action,ADMIN; CD; PL; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-39F66F81DE,/cce-leadership/reports,· Edify,page,ADMIN; RPL; RVP,pages/cce_leadership/workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B963DCB361,/cce-leadership/reports/<str:report_id>,Cce Report Drawer,drawer,ADMIN; RPL; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-82FE3278FB,/cce-leadership/reports/<str:report_id>/review,Cce Report Review,action,ADMIN; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-04A4E954F7,/cce-leadership/reports/<str:report_id>/save,Cce Report Save,action,ADMIN; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-01E1012D38,/cce-leadership/reports/new,Cce Report New Drawer,drawer,ADMIN; RPL; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-86BCA6686D,/cce-leadership/reports/start,Cce Report Start,action,ADMIN; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D3BB0CD510,/change-password,Set a new password,page,,pages/auth/change_password.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6297FE3532,/clusters,Clusters,partial,ADMIN; CCEO; CD; IA; PL,partials/clusters/htmx_response.html; pages/clusters/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ED202C2D52,/clusters/<str:cluster_id>,Cluster details,page,ADMIN; CCEO; CD; IA; PL,pages/clusters/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FA80612906,/clusters/<str:cluster_id>/bulk-assign-drawer,Cluster Bulk Assign Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/schools/toast_success.html; partials/clusters/bulk_assign_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C171311DFC,/clusters/<str:cluster_id>/delete,Delete Cluster,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-67CB08D75B,/clusters/<str:cluster_id>/edit,Edit Cluster,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2F0996F451,/clusters/<str:cluster_id>/edit-drawer,Edit Cluster Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/edit_cluster_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DFAF9F746E,/clusters/cost-preview,Cluster Cost Preview,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/cost_preview.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D1234D25E2,/clusters/create,Create Cluster,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5250FB3393,/clusters/create-drawer,Create Cluster Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/create_cluster_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F540B4C3EA,/clusters/detail-drawer/<str:cluster_id>,Cluster Detail Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/cluster_detail_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5358B3B94B,/clusters/eligible-staff,Eligible Staff Options,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-38D094CCDD,/clusters/impact-drawer/<str:cluster_id>,Cluster Impact Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/intervention_impact_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9C2D280FE0,/clusters/impact/<str:cluster_id>,Cluster Impact Partial,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/impact_panel.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2ED83EFD47,/clusters/planner-drawer,Cluster Planner Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/cluster_action_planner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DE58BA1934,/clusters/schedule-activity,Cluster Schedule Activity,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/cluster_action_planner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3EB2E7F348,/clusters/schedule-meeting-drawer,Schedule Meeting Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/cluster_action_planner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-65C7CBA4DB,/clusters/schedule-training-drawer,Schedule Training Drawer,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/clusters/cluster_action_planner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1294570DE0,/compensation-benefits,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-061697B28A,/compensation-benefits/<str:staff_id>,Compensation Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4238220E8F,/compensation-benefits/new,Compensation New Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6AD574A855,/compensation-benefits/save,Compensation Save,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-652212DA21,/completed-activities,Completed Work,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6A7759EFE6,/completed-activities/<str:activity_id>,Completed Activity Record - Edify Command Center,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/closure/completed_detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-863319037E,/completed-activities/<str:activity_id>/,Completed Activity Record - Edify Command Center,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/closure/completed_detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
